x,y
0,0
0.011271,-0.18630963
0.022379875,-0.36371836375
0.044545889,-0.67426421989
0.046442032,-0.69079858685
0.050144911,-0.71353426391
0.059601784,-0.69641732378
0.070996761,-0.5437246319799999
0.080697059,-0.34157042165999996
0.092401981,-0.1404798617000001
0.100403786,-0.03717655915000008
0.111955881,0.11808359764999989
0.122353077,0.2918207428100001
0.144888878,0.57058860118
0.146782875,0.57282351764
0.150173902,0.54644132758
0.159698963,0.44004639620999997
0.171123981,0.28203839726999985
0.179699898,0.14894016543000002
0.192342758,-0.04980559377000007
0.200335026,-0.17136799005000003
0.210631847,-0.31078694639000015
0.222434997,-0.42150049339
0.243255854,-0.51394509847
0.245144844,-0.51209388827
0.250347853,-0.4431540190199999
0.260297775,-0.2419665961799999
0.272820949,-0.031827736460000394
0.280529976,0.056903164310000004
0.292943001,0.2020114265599996
0.300421953,0.3258628716800002
0.310887813,0.4576280490800001
0.321485996,0.4774466512900001
0.343369007,0.31288640857000005
0.345273971,0.29301763405
0.350457907,0.22707796812999997
0.360243797,0.08439969193000049
0.371258736,-0.08159543879999953
0.380795002,-0.22196927431999977
0.392695904,-0.37953721679999963
0.400858879,-0.4779826952999998
0.411599874,-0.5048351827999997
0.422611952,-0.5043946996799997
0.445375919,-0.1506426524999998
0.447236061,-0.11892723139999965
0.450646877,-0.061591414439999936
0.460474968,0.019392055399999927
0.471466064,0.1513951183600003
0.481158733,0.3252816002200001
0.49305892,0.46201474885000016
0.500985861,0.4824662566300001
0.511157036,0.3990626216300003
0.523087025,0.2897839223899995
0.543553829,0.04111225378999944
0.545309067,0.018065978849999543
0.550775051,-0.05966031363000017
0.560462952,-0.19335334742999938
0.572193861,-0.3430397462700002
0.58084774,-0.4461074451599993
0.59320879,-0.47132398715999946
0.6012609,-0.4803423503599994
0.611494064,-0.3378967074799999
0.622452736,-0.16705101099999986
0.643877029,0.19416256898000078
0.645791054,0.20997241548000112
0.651223898,0.269407728840001
0.660915851,0.42825883851000157
0.671804905,0.552829616270001
0.681496858,0.5867514517700012
0.693930864,0.49548584773000126
0.702625751,0.4194925353500014
0.711383819,0.3179865272300013
0.723671913,0.16893194701000164
0.743222952,-0.09129238207999829
0.745115757,-0.11605027147999826
0.751252889,-0.18963448415999812
0.761183739,-0.30215101465999866
0.771868944,-0.32993254765999847
0.781606912,-0.3415207295799985
0.795084953,-0.1754712644599979
0.803657055,-0.05031857525999914
0.812544823,0.09117469130000114
0.823843002,0.18845201249000176
0.846864939,0.42488730548000164
0.848752975,0.4533966490800014
0.851480007,0.4836121636400016
0.86132288,0.5198339362800015
0.87198782,0.4526448142800018
0.882019043,0.36707848209000155
0.893684864,0.2392210839300013
0.901992798,0.14210133547000176
0.912114858,0.016486570870001216
0.923657894,-0.12699336660999816
0.944681883,-0.36540540186999837
0.946561813,-0.38375351866999813
0.951683044,-0.3991172116699983
0.961312771,-0.4122136403899983
0.972543955,-0.28810905718999824
0.982253075,-0.15315228918999801
0.994194984,0.015228627710000803
1.003726005,0.10929980498000218
1.012242794,0.19191265828000187
1.024592876,0.3632082956200017
1.043787002,0.5609077934200009
1.045685768,0.567021819940001
1.051922798,0.5350258560400005
1.061491012,0.45302626206000085
1.072627067,0.33954986161000167
1.08224678,0.22728781090000197
1.094343901,0.08696120730000145
1.103101969,-0.01638399509999733
1.113125801,-0.12393971245999863
1.124323845,-0.20266196177999798
1.146544933,-0.32487794577999796
1.148455858,-0.32178224727999793
1.152143001,-0.29088398893999745
1.161958933,-0.15836890693999783
1.173376083,-0.019536362939997998
1.182878017,0.0779534799000019
1.194646835,0.20658666064000145
1.203547001,0.31534668916000264
1.213438034,0.40654201342000207
1.224214077,0.42949498501000233
1.246208906,0.32941851306000314
1.248078823,0.3142534861900027
1.252349853,0.2736359908900031
1.261939049,0.16422326453000224
1.272991896,0.037999751790002506
1.283276081,-0.0748177576599969
1.294991016,-0.1868125362599978
1.302733898,-0.23272782651999818
1.313077926,-0.29003374163999823
1.323451996,-0.25922275373999853
1.345076084,-0.09877202077999822
1.346899986,-0.07805249405999898
1.352645874,-0.012779206379997979
1.362366915,0.09191640519000127
1.373935938,0.2314388225700021
1.382124901,0.32127174668000263
1.394711971,0.4113951678800021
1.402791977,0.419232773700002
1.413660049,0.37347819058000176
1.425032854,0.30091969468000224
1.444068909,0.1330216895800008
1.445967913,0.111202133620001
1.453131914,0.028816122120000648
1.462445736,-0.06329757745999907
1.474446773,-0.17262702452999798
1.483026028,-0.23113754362999878
1.496574879,-0.28736527527999844
1.503936767,-0.2650587546399987
1.513994932,-0.1757422494399986
1.525788784,-0.051906803439998095
1.548439026,0.18660024482000293
1.550487995,0.2064137750500014
